PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,0,1,26,1,26,1,0
1,Cider,25,50,50,75,0,25,0,0
2,Cider,25,100,100,126,0,26,0,0
1,Tequila shot,20,175,231,251,56,76,56,0
0,Bloody Mary,70,176,256,326,80,150,80,0
4,White Wine,25,200,331,357,131,157,131,0
2,Martini,60,226,442,503,216,277,216,0
5,Red Wine,25,250,508,533,258,283,258,0
1,Martini,60,254,538,598,284,344,284,0
6,Beer,25,300,604,629,304,329,304,0
7,Beer,25,350,634,660,284,310,284,0
8,Gin and Tonic,40,400,665,705,265,305,265,0
3,B52,50,150,150,761,0,611,0,2
9,Mojito,75,450,766,841,316,391,316,0
0,Margarita,75,476,847,922,371,446,371,0
10,Beer,25,500,927,952,427,452,427,0
4,Gin and Tonic,40,507,958,998,451,491,451,0
11,Tequila shot,20,550,1003,1023,453,473,453,0
13,White Wine,25,650,1189,1215,539,565,539,0
14,Margarita,75,700,1300,1376,600,676,600,0
1,Cider,25,709,1381,1406,672,697,672,0
6,Martini,60,729,1411,1472,682,743,682,0
15,Gin and Tonic,40,750,1477,1517,727,767,727,0
7,Bloody Mary,70,760,1523,1593,763,833,763,0
16,Draft Beer,50,800,1679,1729,879,929,879,0
8,Gin and Tonic,40,816,1734,1774,918,958,918,0
17,Bloody Mary,70,850,1780,1850,930,1000,930,0
18,Gin and Tonic,40,900,1855,1895,955,995,955,0
19,White Wine,25,950,1901,1926,951,976,951,0
9,White Wine,25,952,1931,1956,979,1004,979,0
20,Beer,25,1000,1962,1987,962,987,962,0
0,Beer,25,1002,1992,2017,990,1015,990,0
11,Mojito,75,1027,2023,2098,996,1071,996,0
22,Cosmopolitan,65,1100,2264,2330,1164,1230,1164,0
12,Pina Colada,25,600,1029,2360,429,1760,429,1
23,Bloody Mary,70,1150,2446,2517,1296,1367,1296,0
24,Martini,60,1200,2602,2663,1402,1463,1402,0
25,Draft Beer,50,1250,2668,2718,1418,1468,1418,0
5,Pina Colada,25,683,1220,2749,537,2066,537,1
26,White Wine,25,1300,2754,2779,1454,1479,1454,0
27,Cosmopolitan,65,1350,2784,2850,1434,1500,1434,0
13,Draft Beer,50,1365,2855,2905,1490,1540,1490,0
28,White Wine,25,1400,2910,2936,1510,1536,1510,0
29,Draft Beer,50,1450,2941,2991,1491,1541,1491,0
6,White Wine,25,1582,3158,3183,1576,1601,1576,0
15,Martini,60,1628,3188,3249,1560,1621,1560,0
3,Pina Colada,25,771,1598,3280,827,2509,827,1
7,Vodka shot,20,1743,3285,3305,1542,1562,1542,0
16,White Wine,25,1829,3310,3335,1481,1506,1481,0
8,Bloody Mary,70,1885,3341,3411,1456,1526,1456,0
18,Red Wine,25,2006,3497,3522,1491,1516,1491,0
19,Gin and Tonic,40,2076,3527,3568,1451,1492,1451,0
20,Cider,25,2087,3573,3598,1486,1511,1486,0
9,Draft Beer,50,2107,3603,3653,1496,1546,1496,0
21,Pina Colada,25,1050,2103,3764,1053,2714,1053,1
11,Beer,25,2208,3770,3795,1562,1587,1562,0
10,Pina Colada,25,1053,2184,3826,1131,2773,1131,1
22,Vodka shot,20,2380,3831,3851,1451,1471,1451,0
2,B52,50,613,1109,4067,496,3454,496,2
24,Martini,60,2773,4153,4213,1380,1440,1380,0
25,Red Wine,25,2819,4219,4244,1400,1425,1400,0
5,Tequila shot,20,2869,4249,4270,1380,1401,1380,0
27,Cosmopolitan,65,2900,4275,4340,1375,1440,1375,0
26,Bloody Mary,70,2929,4345,4415,1416,1486,1416,0
13,Margarita,75,3006,4421,4496,1415,1490,1415,0
14,Pina Colada,25,1456,2997,4527,1541,3071,1541,1
29,Red Wine,25,3092,4612,4638,1520,1546,1520,0
1,Pina Colada,25,1507,3077,4668,1570,3161,1570,1
6,Martini,60,3333,4754,4814,1421,1481,1421,0
15,Margarita,75,3359,4819,4894,1460,1535,1460,0
3,Bloody Mary,70,3400,4900,4970,1500,1570,1500,0
16,White Wine,25,3486,4975,5000,1489,1514,1489,0
17,Pina Colada,25,2000,3416,5031,1416,3031,1416,1
8,Cider,25,3561,5036,5061,1475,1500,1475,0
18,Tequila shot,20,3672,5067,5087,1395,1415,1395,0
19,Red Wine,25,3678,5092,5117,1414,1439,1414,0
20,Martini,60,3698,5122,5183,1424,1485,1424,0
9,Beer,25,3754,5268,5293,1514,1539,1514,0
22,Draft Beer,50,3854,5299,5349,1445,1495,1445,0
21,Cider,25,3885,5354,5379,1469,1494,1469,0
11,Cosmopolitan,65,3895,5384,5450,1489,1555,1489,0
4,B52,50,1108,2366,5505,1258,4397,1258,2
10,Cosmopolitan,65,3946,5511,5576,1565,1630,1565,0
2,Martini,60,4078,5662,5722,1584,1644,1584,0
5,Red Wine,25,4273,5808,5833,1535,1560,1535,0
24,Mojito,75,4324,5838,5913,1514,1589,1514,0
27,Gin and Tonic,40,4390,5919,5959,1529,1569,1529,0
25,Cider,25,4394,5964,5989,1570,1595,1570,0
26,Tequila shot,20,4566,5995,6015,1429,1449,1429,0
28,Pina Colada,25,3086,4532,6126,1446,3040,1446,1
14,Cider,25,4647,6131,6157,1484,1510,1484,0
7,Pina Colada,25,3308,4673,6187,1365,2879,1365,1
29,Cosmopolitan,65,4788,6192,6258,1404,1470,1404,0
6,Gin and Tonic,40,4924,6263,6303,1339,1379,1339,0
15,Margarita,75,4975,6308,6384,1333,1409,1333,0
3,Tequila shot,20,5120,6469,6490,1349,1370,1349,0
16,Bloody Mary,70,5151,6495,6565,1344,1414,1344,0
17,Mojito,75,5151,6570,6646,1419,1495,1419,0
8,Red Wine,25,5162,6651,6676,1489,1514,1489,0
0,B52,50,2118,3658,6732,1540,4614,1540,2
19,Martini,60,5268,6737,6797,1469,1529,1469,0
20,Vodka shot,20,5293,6802,6822,1509,1529,1509,0
9,Cosmopolitan,65,5393,6828,6893,1435,1500,1435,0
22,Margarita,75,5449,6898,6973,1449,1524,1449,0
21,Bloody Mary,70,5480,6979,7049,1499,1569,1499,0
11,Beer,25,5500,7054,7079,1554,1579,1554,0
4,Margarita,75,5516,7085,7160,1569,1644,1569,0
10,Red Wine,25,5626,7165,7191,1539,1565,1539,0
12,B52,50,2481,3936,7246,1455,4765,1455,2
23,B52,50,2667,4072,7301,1405,4634,1405,2
2,Mojito,75,5832,7307,7382,1475,1550,1475,0
5,Vodka shot,20,5983,7387,7407,1404,1424,1404,0
26,Gin and Tonic,40,6018,7412,7453,1394,1435,1394,0
24,Tequila shot,20,6024,7458,7478,1434,1454,1434,0
27,Vodka shot,20,6070,7483,7503,1413,1433,1413,0
25,Bloody Mary,70,6090,7509,7579,1419,1489,1419,0
28,Margarita,75,6247,7665,7740,1418,1493,1418,0
14,Cosmopolitan,65,6257,7745,7811,1488,1554,1488,0
7,Gin and Tonic,40,6307,7816,7856,1509,1549,1509,0
29,Cider,25,6308,7861,7887,1553,1579,1553,0
15,Martini,60,6464,7892,7952,1428,1488,1428,0
18,Pina Colada,25,5090,6389,7982,1299,2892,1299,1
16,Beer,25,6715,8068,8093,1353,1378,1353,0
17,Mojito,75,6756,8099,8174,1343,1418,1343,0
20,Draft Beer,50,6826,8179,8229,1353,1403,1353,0
19,Cider,25,6907,8235,8260,1328,1353,1328,0
21,Draft Beer,50,7199,8345,8396,1146,1197,1146,0
4,Draft Beer,50,7240,8401,8451,1161,1211,1161,0
12,Beer,25,7256,8456,8482,1200,1226,1200,0
10,Draft Beer,50,7341,8567,8617,1226,1276,1226,0
24,Mojito,75,7481,8623,8698,1142,1217,1142,0
27,Martini,60,7507,8703,8763,1196,1256,1196,0
26,Tequila shot,20,7563,8769,8789,1206,1226,1206,0
13,B52,50,4576,6020,8844,1444,4268,1444,2
25,Beer,25,7729,8849,8875,1120,1146,1120,0
28,Beer,25,7820,8880,8905,1060,1085,1060,0
29,Martini,60,7987,8991,9051,1004,1064,1004,0
3,Pina Colada,25,6493,7988,9082,1495,2589,1495,1
18,Beer,25,8103,9087,9112,984,1009,984,0
17,Vodka shot,20,8284,9117,9137,833,853,833,0
22,Pina Colada,25,7054,8265,9168,1211,2114,1211,1
21,Martini,60,8496,9173,9233,677,737,677,0
23,Pina Colada,25,7312,8487,9264,1175,1952,1175,1
13,Martini,60,8854,9349,9410,495,556,495,0
14,Pina Colada,25,7861,8910,9440,1049,1579,1049,1
28,Cider,25,9005,9445,9471,440,466,440,0
23,Martini,60,9384,9556,9617,172,233,172,0
12,B52,50,8582,9269,9672,687,1090,687,2
12,Draft Beer,50,9683,9683,9733,0,50,0,0
23,Margarita,75,9727,9738,9814,11,87,11,0
